ID	Population	Assigned
23R423	Puyjalon	non
23R424	Puyjalon	non
23R427	Puyjalon	non
23R429	Puyjalon	non
23R430	Puyjalon	non
23R437	Puyjalon	non
23R438	Puyjalon	non
23R441	Puyjalon	non
23R442	Romaine	non
23R444	Puyjalon	non
23R447	Romaine	non
23R448	Puyjalon	non
23R449	Puyjalon	non
23R453	Romaine	non
23R454	Puyjalon	non
23R455	Romaine	oui
23R456	Romaine	non
23R457	Romaine	non
23R458	Puyjalon	non
23R459	Puyjalon	oui
23R460	Puyjalon	non
23R461	Puyjalon	non
23R462	Puyjalon	non
23R467	Romaine	non
23R470	Puyjalon	non
23R478	Puyjalon	non
23R482	Puyjalon	non
23R486	Puyjalon	non
23R490	Romaine	non
23R491	Puyjalon	oui
23R492	Puyjalon	non
23R493	Romaine	non
23R494	Puyjalon	non
23R495	Puyjalon	non
23R496	Puyjalon	non
23R497	Puyjalon	non
23R499	Puyjalon	non
23R502	Puyjalon	non
23R505	Puyjalon	non
23R506	Puyjalon	ouimixte
23R507	Puyjalon	non
23R508	Puyjalon	non
23R509	Puyjalon	non
23R511	Romaine	non
23R513	Romaine	non
23R516	Puyjalon	non
23R517	Puyjalon	non
23R519	Puyjalon	non
23R520	Puyjalon	non
23R521	Puyjalon	non
23R522	Puyjalon	non
23R524	Romaine	non
23R525	Romaine	non
23R527	Puyjalon	non
23R530	Puyjalon	non
23R531	Puyjalon	non
23R534	Puyjalon	non
23R535	Puyjalon	non
23R536	Puyjalon	non
23R537	Puyjalon	non
23R539	Puyjalon	non
23R540	Puyjalon	non
23R541	Puyjalon	non
23R544	Romaine	oui
23R545	Romaine	non
23R547	Puyjalon	non
23R070	Puyjalon	non
23R081	Puyjalon	oui
23R108	Puyjalon	oui
23R187	Puyjalon	oui
23R199	Romaine	non
23R204	Puyjalon	oui
23R223	Puyjalon	non
23R273	Puyjalon	ouimixte
23R288	Puyjalon	non
23R327	Romaine	oui
23R350	Romaine	non
23R358	Romaine	non
23R364	Romaine	non
23R365	Romaine	non
23R386	Romaine	non
23R388	Romaine	non
23R440	Puyjalon	non
23R498	Puyjalon	non
23R523	Puyjalon	non
23R528	Puyjalon	non
23R529	Puyjalon	non
23R538	Puyjalon	non
24R0001	Romaine	non
24R0002	Puyjalon	non
24R0003	Puyjalon	ouimixte
24R0004	Puyjalon	oui
24R0006	Puyjalon	non
24R0008	Puyjalon	oui
24R0010	Puyjalon	oui
24R0011	Puyjalon	oui
24R0012	Romaine	non
24R0013	Puyjalon	oui
24R0015	Puyjalon	oui
24R0016	Puyjalon	oui
24R0018	Puyjalon	non
24R0019	Puyjalon	non
24R0021	Puyjalon	non
24R0022	Puyjalon	ouimixte
24R0024	Puyjalon	non
24R0025	Puyjalon	non
24R0026	Puyjalon	oui
24R0027	Romaine	non
24R0028	Puyjalon	non
24R0030	Puyjalon	non
24R0033	Puyjalon	non
24R0035	Romaine	non
24R0037	Puyjalon	oui
24R0039	Puyjalon	non
24R0040	Puyjalon	oui
24R0041	Puyjalon	non
24R0043	Puyjalon	oui
24R0044	Puyjalon	oui
24R0045	Puyjalon	non
24R0047	Puyjalon	non
24R0049	Puyjalon	non
24R0050	Puyjalon	oui
24R0051	Puyjalon	oui
24R0052	Puyjalon	oui
24R0054	Puyjalon	non
24R0055	Puyjalon	non
24R0057	Puyjalon	non
24R0058	Puyjalon	non
24R0060	Puyjalon	non
24R0061	Puyjalon	non
24R0062	Puyjalon	oui
24R0064	Romaine	non
24R0066	Puyjalon	oui
24R0069	Puyjalon	non
24R0070	Puyjalon	non
24R0072	Puyjalon	ouimixte
24R0073	Puyjalon	non
24R0075	Puyjalon	non
24R0076	Puyjalon	oui
24R0078	Puyjalon	non
24R0079	Puyjalon	non
24R0080	Puyjalon	non
24R0081	Puyjalon	non
24R0082	Puyjalon	oui
24R0083	Puyjalon	non
24R0085	Puyjalon	oui
24R0086	Puyjalon	non
24R0088	Puyjalon	non
24R0089	Puyjalon	oui
24R0090	Puyjalon	oui
24R0091	Puyjalon	non
24R0092	Puyjalon	non
24R0093	Puyjalon	non
24R0094	Puyjalon	ouimixte
24R0096	Puyjalon	oui
24R0097	Puyjalon	oui
24R0098	Puyjalon	non
24R0099	Puyjalon	non
24R0101	Puyjalon	non
24R0103	Puyjalon	non
24R0104	Puyjalon	non
24R0106	Puyjalon	oui
24R0109	Puyjalon	non
24R0110	Puyjalon	non
24R0111	Puyjalon	non
24R0113	Puyjalon	non
24R0114	Puyjalon	non
24R0116	Puyjalon	non
24R0117	Puyjalon	non
24R0119	Puyjalon	non
24R0120	Puyjalon	non
24R0121	Puyjalon	non
24R0122	Puyjalon	oui
24R0123	Puyjalon	non
24R0125	Puyjalon	oui
24R0126	Puyjalon	non
24R0127	Puyjalon	non
24R0128	Puyjalon	oui
24R0129	Romaine	non
24R0131	Puyjalon	non
24R0132	Romaine	non
24R0134	Puyjalon	non
24R0135	Puyjalon	oui
24R0137	Puyjalon	non
24R0138	Puyjalon	non
24R0140	Puyjalon	oui
24R0141	Puyjalon	non
24R0143	Puyjalon	oui
24R0144	Puyjalon	non
24R0145	Puyjalon	oui
24R0147	Puyjalon	non
24R0151	Puyjalon	non
24R0152	Puyjalon	non
24R0153	Puyjalon	non
24R0154	Puyjalon	non
24R0156	Puyjalon	oui
24R0158	Romaine	oui
24R0159	Puyjalon	non
24R0161	Puyjalon	non
24R0162	Puyjalon	non
24R0164	Puyjalon	non
24R0165	Puyjalon	ouimixte
24R0167	Puyjalon	non
24R0168	Puyjalon	non
24R0170	Puyjalon	non
24R0171	Romaine	non
24R0172	Puyjalon	non
24R0174	Puyjalon	non
24R0175	Puyjalon	non
24R0176	Puyjalon	non
24R0178	Romaine	non
24R0179	Puyjalon	oui
24R0181	Puyjalon	non
24R0182	Puyjalon	non
24R0183	Puyjalon	oui
24R0185	Romaine	non
24R0187	Puyjalon	oui
24R0188	Romaine	non
24R0190	Puyjalon	oui
24R0191	Puyjalon	oui
24R0193	Romaine	non
24R0194	Puyjalon	non
24R0196	Puyjalon	non
24R0198	Puyjalon	non
24R0199	Puyjalon	non
24R0202	Puyjalon	nonexistant
24R0203	Puyjalon	oui
24R0205	Puyjalon	non
24R0206	Puyjalon	oui
24R0208	Puyjalon	non
24R0210	Puyjalon	non
24R0212	Puyjalon	oui
24R0213	Puyjalon	oui
24R0214	Romaine	non
24R0215	Puyjalon	non
24R0216	Puyjalon	non
24R0218	Romaine	non
24R0219	Puyjalon	non
24R0221	Puyjalon	non
24R0223	Puyjalon	non
24R0224	Puyjalon	non
24R0225	Puyjalon	non
24R0226	Romaine	non
24R0228	Romaine	non
24R0230	Puyjalon	non
24R0233	Romaine	oui
24R0235	Romaine	non
24R0238	Puyjalon	non
24R0239	Puyjalon	non
24R0241	Puyjalon	non
24R0243	Puyjalon	non
24R0244	Puyjalon	non
24R0245	Puyjalon	non
24R0246	Puyjalon	non
24R0248	Puyjalon	non
24R0249	Puyjalon	non
24R0252	Puyjalon	non
24R0253	Puyjalon	non
24R0254	Romaine	oui
24R0255	Puyjalon	non
24R0257	Romaine	non
24R0258	Puyjalon	non
24R0259	Puyjalon	oui
24R0261	Puyjalon	non
24R0262	Puyjalon	non
24R0264	Puyjalon	oui
24R0265	Puyjalon	non
24R0266	Puyjalon	non
24R0269	Puyjalon	non
24R0272	Puyjalon	non
24R0273	Romaine	non
24R0275	Puyjalon	non
24R0276	Puyjalon	non
24R0278	Puyjalon	non
24R0279	Romaine	oui
24R0281	Puyjalon	non
24R0282	Puyjalon	non
24R0284	Puyjalon	non
24R0286	Puyjalon	non
24R0287	Puyjalon	non
24R0289	Puyjalon	non
24R0290	Puyjalon	non
24R0291	Puyjalon	non
24R0292	Puyjalon	non
24R0293	Romaine	non
24R0296	Puyjalon	non
24R0297	Puyjalon	non
24R0299	Puyjalon	non
24R0300	Puyjalon	non
24R0301	Romaine	non
24R0302	Puyjalon	non
24R0303	Puyjalon	non
24R0305	Puyjalon	non
24R0307	Puyjalon	non
24R0308	Puyjalon	non
24R0309	Puyjalon	non
24R0310	Puyjalon	non
24R0311	Puyjalon	non
24R0313	Puyjalon	non
24R0314	Puyjalon	non
24R0316	Puyjalon	non
24R0317	Puyjalon	non
24R0319	Puyjalon	non
24R0320	Puyjalon	non
24R0322	Romaine	oui
24R0323	Puyjalon	non
24R0325	Puyjalon	oui
24R0326	Puyjalon	non
24R0327	Puyjalon	oui
24R0329	Puyjalon	non
24R0330	Puyjalon	non
24R0332	Puyjalon	non
24R0333	Puyjalon	non
24R0335	Puyjalon	non
24R0336	Puyjalon	non
24R0337	Puyjalon	non
24R0338	Romaine	oui
24R0340	Puyjalon	non
24R0341	Romaine	oui
24R0343	Puyjalon	non
24R0344	Romaine	non
24R0346	Romaine	oui
24R0347	Puyjalon	non
24R0349	Romaine	non
24R0350	Puyjalon	non
24R0351	Puyjalon	oui
24R0354	Puyjalon	non
24R0355	Puyjalon	non
24R0356	Puyjalon	non
24R0357	Puyjalon	non
24R0359	Puyjalon	non
24R0360	Puyjalon	non
24R0362	Puyjalon	non
24R0363	Puyjalon	oui
24R0365	Romaine	non
24R0366	Romaine	non
24R0368	Puyjalon	oui
24R0370	Puyjalon	non
24R0371	Puyjalon	non
24R0372	Puyjalon	non
24R0373	Romaine	non
24R0375	Romaine	non
24R0376	Romaine	non
24R0378	Romaine	non
24R0379	Puyjalon	non
24R0381	Puyjalon	non
24R0382	Romaine	non
24R0385	Romaine	non
24R0386	Romaine	non
24R0387	Puyjalon	non
24R0388	Puyjalon	non
24R0389	Romaine	non
24R0390	Puyjalon	non
24R0392	Puyjalon	non
24R0393	Puyjalon	non
24R0394	Puyjalon	non
24R0396	Puyjalon	non
24R0397	Puyjalon	non
24R0399	Romaine	oui
24R0400	Puyjalon	non
24R0401	Romaine	non
24R0403	Romaine	oui
24R0404	Puyjalon	non
24R0405	Romaine	non
24R0406	Romaine	non
24R0407	Puyjalon	non
24R0408	Puyjalon	non
24R0411	Puyjalon	non
24R0412	Romaine	oui
24R0416	Puyjalon	non
24R0418	Puyjalon	non
24R0419	Puyjalon	non
24R0421	Puyjalon	non
24R0422	Romaine	non
24R0425	Romaine	non
24R0427	Puyjalon	non
24R0428	Romaine	non
24R0429	Puyjalon	non
24R0431	Puyjalon	non
24R0432	Puyjalon	non
24R0433	Romaine	oui
24R0435	Romaine	non
24R0436	Romaine	non
19T01	Romaine	non
19T04	Romaine	non
19T06	Romaine	oui
19T07	Romaine	oui
19T08	Romaine	oui
19T09	Romaine	oui
19T10	Romaine	oui
19T11	Romaine	oui
19T12	Romaine	oui
19T13	Romaine	oui
19T15	Romaine	oui
19T16	Romaine	oui
19T17	Romaine	oui
19T18	Romaine	oui
19T19	Romaine	oui
19T21	Romaine	non
19T22	Romaine	oui
19T23	Romaine	oui
19T24	Romaine	oui
19T25	Puyjalon	non
19T26	Romaine	oui
19T27	Romaine	oui
19T28	Romaine	oui
19T29	Romaine	oui
19T30	Romaine	non
20T01	Romaine	non
20T02	Romaine	oui
20T03	Romaine	non
20T04	Romaine	non
20T05	Romaine	non
20T06	Romaine	non
20T07	Romaine	non
20T08	Romaine	non
20T09	Romaine	non
20T10	Romaine	non
20T11	Romaine	non
20T12	Romaine	non
20T13	Romaine	non
20T14	Romaine	non
20T15	Romaine	non
20T16	Romaine	non
20T17	Romaine	non
20T18	Romaine	non
21T01	Puyjalon	non
21T02	Romaine	oui
21T03	Puyjalon	oui
21T04	Puyjalon	non
21T05	Romaine	oui
21T06	Puyjalon	non
21T07	Romaine	oui
21T08	Puyjalon	non
21T09	Puyjalon	non
21T10	Puyjalon	non
21T13	Puyjalon	non
21T14	Puyjalon	non
21T15	Puyjalon	non
21T16	Puyjalon	non
21T17	Puyjalon	non
21T18	Romaine	oui
21T20	Puyjalon	non
21T21	Puyjalon	non
21T22	Puyjalon	non
21T23	Puyjalon	non
21T24	Romaine	oui
21T25	Puyjalon	non
21T26	Puyjalon	non
21T28	Romaine	oui
21T30	Romaine	non
21T31	Puyjalon	non
21T32	Puyjalon	non
21T33	Puyjalon	non
21T34	Puyjalon	non
22T01	Romaine	oui
22T02	Romaine	non
22T03	Romaine	non
22T04	Puyjalon	non
22T05	Romaine	oui
22T06	Romaine	oui
22T07	Romaine	oui
22T08	Romaine	non
22T09	Puyjalon	non
22T10	Romaine	oui
22T11	Puyjalon	oui
22T12	Romaine	non
22T13	Romaine	oui
22T14	Romaine	oui
22T15	Romaine	oui
22T16	Romaine	oui
22T17	Romaine	non
22T18	Romaine	non
22T19	Romaine	non
22T20	Romaine	oui
22T21	Romaine	non
22T22	Romaine	non
22T23	Romaine	oui
22T24	Romaine	oui
22T25	Puyjalon	non
22T26	Romaine	oui
22T27	Puyjalon	non
22T28	Romaine	oui
22T29	Romaine	oui
22T30	Romaine	oui
22T31	Romaine	oui
22T32	Puyjalon	non
22T33	Romaine	oui
22T34	Romaine	non
22T35	Puyjalon	oui
22T36	Puyjalon	oui
22T37	Puyjalon	non
22T38	Puyjalon	non
22T39	Puyjalon	oui
22T40	Romaine	oui
22T41	Romaine	non
22T42	Romaine	oui
22T43	Romaine	oui
22T44	Puyjalon	oui
22T45	Romaine	non
22T46	Romaine	non
22T47	Romaine	oui
22T48	Romaine	oui
22T49	Romaine	non
22T50	Romaine	oui
22T51	Romaine	non
22T52	Romaine	non
22T53	Puyjalon	oui
22T54	Puyjalon	non
22T55	Puyjalon	non
22T56	Romaine	non
22T57	Puyjalon	non
22T58	Romaine	oui
22T59	Romaine	oui
22T60	Romaine	oui
22T61	Puyjalon	non
22T62	Romaine	oui
22T63	Romaine	oui
22T64	Romaine	non
22T65	Romaine	non
22T66	Romaine	non
22T67	Romaine	oui
22T68	Romaine	non
22T69	Puyjalon	non
22T70	Romaine	non
22T71	Puyjalon	oui
22T72	Romaine	oui
22T73	Romaine	oui
22T74	Romaine	non
22T75	Romaine	non
22T76	Romaine	oui
22T77	Romaine	non
22T78	Romaine	non
22T79	Romaine	non
22T80	Romaine	non
22T81	Romaine	non
22T82	Romaine	non
22T83	Romaine	non
22T84	Romaine	oui
22T85	Romaine	oui
22T86	Romaine	non
22T87	Romaine	non
23TAPU001	Puyjalon	non
23TAPU002	Puyjalon	non
23TAPU003	Romaine	non
23TAPU004	Puyjalon	oui
23TAPU005	Puyjalon	ouimixte
23TAPU006	Puyjalon	non
23TAPU008	Puyjalon	non
23TAPU009	Puyjalon	oui
23TAPU010	Puyjalon	non
23TAPU011	Puyjalon	non
23TAPU012	Puyjalon	non
23TAPU013	Puyjalon	non
23TAPU014	Puyjalon	non
23TAPU015	Puyjalon	non
23TAPU016	Puyjalon	oui
23TARO001	Romaine	non
23TARO002	Romaine	oui
23TARO003	Romaine	oui
23TARO005	Romaine	non
23TARO006	Romaine	non
23TARO007	Romaine	oui
23TARO008	Romaine	oui
23TARO009	Puyjalon	oui
23TARO010	Puyjalon	non
23TARO011	Romaine	non
23TARO012	Romaine	oui
23TARO013	Romaine	oui
23TARO014	Romaine	non
23TARO015	Romaine	non
23TARO016	Romaine	oui
23TARO017	Romaine	non
23TARO018	Romaine	oui
23TARO019	Romaine	oui
23TARO020	Romaine	non
23TARO021	Romaine	oui
23TARO022	Romaine	oui
23TARO023	Romaine	non
23TARO024	Romaine	non
23TARO025	Romaine	oui
23TARO026	Romaine	non
23TARO027	Romaine	non
23TARO028	Romaine	oui
23TARO029	Romaine	oui
23TARO031	Romaine	non
23TARO032	Romaine	oui
23TARO033	Romaine	non
23TARO034	Romaine	oui
23TARO035	Romaine	oui
23TARO036	Romaine	oui
23TARO037	Romaine	non
23TARO038	Romaine	non
23TARO039	Romaine	non
23TARO040	Puyjalon	non
23TARO041	Romaine	non
23TARO042	Romaine	non
23TARO043	Romaine	oui
23TARO044	Romaine	non
23TARO045	Romaine	non
23TARO046	Romaine	non
23TARO047	Romaine	non
23TARO048	Romaine	oui
23TARO049	Romaine	non
23TARO050	Romaine	oui
23TARO052	Puyjalon	non
23TARO053	Romaine	non
23TARO054	Romaine	oui
23TARO055	Romaine	non
23TARO056	Romaine	oui
23TARO057	Romaine	non
23TARO058	Romaine	oui
23TARO059	Romaine	oui
23TARO060	Romaine	non
23TARO061	Romaine	non
23TARO062	Romaine	non
23TARO063	Puyjalon	non
23TARO064	Romaine	non
23TARO065	Romaine	non
23TARO066	Romaine	non
23TARO067	Romaine	non
23TARO068	Romaine	non
23TARO069	Romaine	non
23TARO070	Romaine	oui
23TARO071	Romaine	non
23TARO072	Romaine	non
23TARO073	Romaine	oui
23TARO074	Romaine	non
23TARO075	Romaine	non
23TARO076	Romaine	non
23TARO077	Romaine	non
23TARO078	Romaine	non
23TARO079	Romaine	oui
23TARO080	Romaine	non
23TARO081	Romaine	non
23TARO082	Romaine	non
23TARO083	Romaine	non
23TARO084	Romaine	non
23TARO085	Romaine	non
23TARO086	Romaine	oui
23TARO087	Romaine	non
23TARO088	Romaine	non
23TARO089	Romaine	oui
23TARO090	Romaine	oui
23TARO091	Romaine	oui
23TARO092	Romaine	oui
23TARO093	Romaine	oui
23TARO094	Romaine	oui
23TARO096	Romaine	non
23TARO097	Romaine	non
23TARO098	Romaine	oui
23TARO099	Romaine	oui
23TARO100	Romaine	non
23TARO101	Romaine	oui
23TARO102	Romaine	non
23TARO104	Romaine	oui
24TARO001	Romaine	oui
24TARO002	Romaine	non
24TARO003	Romaine	non
24TARO004	Romaine	Sheldrake
24TARO005	Romaine	non
24TARO006	Romaine	non
24TARO007	Romaine	oui
24TARO008	Romaine	non
24TARO009	Romaine	oui
24TARO010	Romaine	oui
24TARO011	Romaine	oui
24TARO012	Romaine	non
24TARO013	Romaine	oui
24TARO014	Romaine	non
24TARO015	Romaine	oui
24TARO016	Romaine	oui
24TARO017	Romaine	oui
24TARO018	Romaine	oui
24TARO019	Romaine	oui
24TARO020	Romaine	oui
24TARO021	Romaine	oui
24TARO022	Romaine	oui
24TARO023	Romaine	oui
24TARO024	Romaine	oui
24TARO025	Romaine	oui
24TARO026	Romaine	oui
24TARO027	Romaine	oui
24TARO028	Romaine	non
24TARO029	Romaine	non
24TARO030	Romaine	non
24TARO031	Romaine	oui
24TARO032	Romaine	non
24TARO033	Romaine	non
24TARO034	Romaine	non
24TARO035	Romaine	non
24TARO036	Romaine	oui
24TARO037	Romaine	oui
24TARO038	Romaine	non
24TARO039	Romaine	non
24TARO040	Romaine	non
24TARO041	Romaine	oui
24TARO042	Romaine	non
24TARO043	Romaine	oui
24TARO044	Romaine	non
24TARO045	Romaine	oui
24TARO047	Romaine	non
24TARO048	Romaine	oui
24TARO049	Romaine	oui
24TARO050	Romaine	non
24TARO051	Romaine	oui
24TARO052	Romaine	non
24TARO053	Romaine	non
24TARO054	Romaine	oui
24TARO055	Romaine	non
24TARO056	Romaine	oui
24TARO057	Romaine	oui
24TARO058	Romaine	oui
24TARO059	Romaine	non
24TARO060	Romaine	non
24TARO061	Romaine	non
24TARO062	Romaine	oui
24TARO063	Romaine	oui
24TARO065	Romaine	non
24TARO066	Romaine	non
24TARO067	Romaine	non
24TARO068	Romaine	non
24TARO069	Romaine	non
24TARO070	Romaine	oui
24TARO071	Romaine	oui
24TARO072	Romaine	non
24TARO073	Romaine	oui
24TARO074	Romaine	oui
24TARO075	Romaine	non
24TARO076	Romaine	non
24TAPU001	Puyjalon	non
24TAPU002	Puyjalon	oui
24TAPU003	Puyjalon	non
24TAPU004	Puyjalon	non
24TAPU005	Puyjalon	non
24TAPU006	Puyjalon	non
24TAPU007	Puyjalon	oui
24TAPU008	Puyjalon	non
24TAPU009	Puyjalon	non
24TAPU010	Puyjalon	oui
24TAPU011	Puyjalon	non
24TAPU012	Puyjalon	oui
24TAPU013	Puyjalon	oui
24TAPU014	Puyjalon	non
24TAPU015	Puyjalon	non
24TAPU016	Puyjalon	non
24TAPU017	Puyjalon	non
24TAPU018	Puyjalon	non
24TAPU019	Puyjalon	non
24TAPU020	Puyjalon	non
24TAPU021	Puyjalon	non
24TAPU022	Puyjalon	oui
24TAPU023	Puyjalon	non
