Ne																																																																																		
npops = 14																																																																																		
nloci = 41																																																																																		
																																																																																		
	NGS-SSsp2210		NGS-SsaD486		Ssa-1.7		Ssa-10.1		Ssa-10.2		Ssa-11.2		Ssa-11.3		Ssa-11.5		Ssa-11.8		Ssa-12.5		Ssa-13.8		Ssa-14.2		Ssa-14.3		Ssa-14.5		Ssa-14.6		Ssa-14.8		Ssa-15.1		Ssa-15.3		Ssa-15.7		Ssa-17.1		Ssa-18.7		Ssa-19.1		Ssa-19.2		Ssa-19.3		Ssa-2.1		Ssa-2.2		Ssa-2.7		Ssa-20.2		Ssa-21.2		Ssa-22.2		Ssa-22.9		Ssa-22.d31		Ssa-25.11		Ssa-25.2		Ssa-26.1		Ssa-4.d44		Ssa-5.2		Ssa-6.2		Ssa-7.12		Ssa-9.3		Ssa-9.8	
23R051	41	45	32	52	55	55	28	40	45	51	43	49	54	54	46	49	73	73	69	69	?	?	42	54	67	70	36	36	45	45	60	69	46	49	49	53	67	73	46	46	68	71	56	56	38	41	49	52	28	28	35	35	43	43	42	42	75	78	80	80	64	64	?	?	39	39	36	36	33	54	?	?	49	49	40	46	?	?	37	37	31	31
23R052	37	45	36	40	55	55	28	40	45	45	43	58	54	54	37	46	64	73	63	69	?	?	42	60	64	70	36	39	45	45	66	69	46	46	49	53	64	73	46	55	68	68	56	59	38	41	52	52	28	34	35	35	34	43	42	42	78	78	80	80	64	64	?	?	39	39	36	42	48	54	?	?	49	49	40	40	?	?	37	40	34	34
23R055	25	65	40	52	55	55	40	40	51	51	58	73	63	66	46	46	73	73	69	69	?	?	42	48	64	64	36	39	45	45	60	66	43	43	62	65	73	73	43	46	68	77	62	74	38	44	52	55	34	34	35	41	16	31	39	42	60	60	59	80	64	70	?	?	39	39	36	45	33	54	?	?	43	43	46	46	?	?	40	40	31	37
23R064	37	65	32	52	49	55	37	40	51	57	43	58	54	66	37	37	73	73	63	69	42	42	42	60	64	70	36	39	42	45	57	66	43	43	53	65	73	73	46	67	68	71	56	56	38	38	49	55	34	37	35	41	43	46	39	42	75	78	80	80	64	64	?	?	39	39	36	42	33	57	?	?	49	49	40	46	30	45	37	40	31	31
23R071	45	45	32	52	55	55	28	40	51	51	43	73	54	63	46	49	73	73	69	69	?	?	42	42	64	70	36	36	45	45	57	69	49	49	53	53	64	64	46	46	68	71	56	56	38	41	52	55	28	37	35	41	34	43	42	42	78	78	59	65	64	67	?	?	39	39	36	42	33	54	35	37	43	49	40	40	45	45	37	40	34	37
23R076	45	65	32	52	49	55	28	28	45	45	43	58	54	66	37	49	64	73	69	69	?	?	42	60	64	67	39	39	45	45	66	69	43	43	53	65	73	73	46	55	68	71	56	56	38	41	55	55	34	37	35	41	43	46	42	42	75	78	65	80	61	64	?	?	39	39	36	42	33	57	?	?	49	49	46	46	30	45	37	37	31	31
23R079	45	45	40	52	46	52	28	37	51	51	49	49	54	57	37	46	64	73	69	72	42	48	42	60	64	64	36	42	42	45	66	69	43	49	53	62	61	64	55	55	71	71	62	65	38	38	55	55	28	34	41	41	34	43	39	39	78	78	56	83	61	64	?	?	39	48	42	45	33	33	35	35	43	49	40	46	45	45	40	40	31	31
23R087	25	41	44	56	55	55	28	40	51	51	49	49	54	57	37	37	64	73	69	72	42	48	42	54	64	70	36	39	45	45	66	69	43	49	53	65	64	79	64	64	71	71	56	56	38	41	49	55	34	34	35	35	37	43	42	42	78	78	80	80	64	64	?	?	39	39	42	42	33	57	?	?	43	49	40	40	45	45	37	40	37	37
23R091	45	45	36	40	52	55	28	28	45	51	49	73	54	57	46	46	64	73	69	69	42	42	42	54	67	70	36	36	42	45	60	69	46	49	49	53	64	73	46	64	71	71	56	59	38	41	52	55	28	34	35	35	16	37	39	42	78	78	59	65	64	67	?	?	39	39	36	42	54	60	37	37	49	49	40	40	45	51	37	40	34	37
23R093	25	49	52	56	55	55	40	40	51	51	58	58	57	63	37	46	73	73	69	72	42	48	42	54	64	67	36	39	42	45	60	69	43	49	62	65	64	73	46	46	71	77	56	56	38	41	52	55	28	34	35	35	34	37	42	42	78	78	65	80	58	70	50	50	39	48	36	42	33	33	35	37	49	49	46	46	45	45	37	40	34	37
23R094	25	45	40	44	52	55	?	?	48	51	49	49	54	57	37	46	73	73	69	72	?	?	42	54	64	70	36	39	45	45	66	69	43	46	62	62	73	79	46	64	71	71	56	65	38	41	49	55	34	34	35	35	?	?	42	42	78	78	71	80	64	64	?	?	39	39	42	42	33	33	35	37	43	49	40	40	30	45	37	46	31	37
23R095	45	45	32	40	52	52	28	28	45	45	43	73	54	63	37	49	64	73	69	69	?	?	42	54	64	64	36	39	42	45	66	69	43	46	49	62	73	79	46	46	71	71	56	56	41	41	52	55	28	34	35	41	43	43	39	42	60	78	71	80	64	64	?	?	39	39	36	36	54	54	?	?	49	49	40	40	?	?	40	46	28	34
23R099	37	41	36	40	52	55	37	40	45	51	49	49	54	57	37	46	64	73	69	69	?	?	42	54	64	70	21	39	45	45	60	66	43	49	53	53	64	67	46	46	71	71	56	65	38	38	55	55	28	34	35	41	16	46	42	45	60	75	65	80	64	67	?	?	39	39	42	51	33	33	?	?	49	49	40	46	45	45	37	37	31	31
23R117	45	45	32	52	55	55	28	28	51	54	73	73	57	63	46	46	64	73	69	69	?	?	42	60	64	70	36	39	42	45	66	69	43	46	49	62	73	79	46	46	68	71	56	56	38	38	52	55	28	34	35	35	16	43	39	42	60	78	65	71	64	67	?	?	39	39	36	42	33	33	?	?	49	49	40	40	?	?	40	40	31	34
23R122	25	45	36	56	49	52	37	40	51	54	49	49	54	63	37	37	64	67	69	69	?	?	42	42	70	70	36	36	45	45	57	69	43	49	53	62	64	73	46	55	71	71	65	74	38	38	49	55	34	34	35	35	34	37	42	42	60	78	71	80	64	64	?	?	39	39	42	42	33	33	?	?	43	49	40	46	36	45	37	40	31	37
23R124	25	49	40	52	55	55	37	37	48	48	49	73	54	63	37	46	73	73	69	69	?	?	42	60	64	70	36	39	42	45	66	69	46	49	65	65	79	79	46	58	71	71	59	83	38	41	55	55	34	37	35	35	46	46	42	42	60	78	59	80	64	67	?	?	39	39	36	42	33	54	?	?	49	49	40	46	?	?	37	40	31	34
23R127	45	45	32	40	52	52	28	28	45	45	73	73	57	63	37	46	64	64	69	69	?	?	42	54	64	70	36	39	42	45	66	69	43	46	49	62	73	79	46	46	71	71	56	56	38	38	52	55	28	28	35	41	43	43	39	42	60	78	65	71	64	67	?	?	39	39	36	36	33	54	?	?	49	49	40	40	45	45	40	40	31	34
23R135	37	65	32	52	49	52	28	37	45	51	58	73	54	63	46	49	64	73	63	69	?	?	42	60	64	67	39	39	45	45	66	69	43	43	53	65	73	73	55	67	68	71	56	56	38	38	49	55	37	37	35	35	43	46	39	42	75	78	59	65	61	61	?	?	39	39	36	42	33	33	?	?	49	49	46	46	30	45	37	40	31	31
23R149	25	49	32	52	49	52	28	28	45	48	49	73	54	57	46	49	64	73	69	69	?	?	42	60	64	64	36	39	45	45	63	66	46	46	49	62	64	73	46	64	68	77	56	56	38	41	52	55	34	34	35	35	37	43	42	42	60	75	56	65	64	67	?	?	39	39	36	42	?	?	?	?	49	49	40	46	?	?	37	40	37	37
23R155	25	37	40	40	46	52	37	40	51	51	58	58	54	66	37	46	64	73	63	69	?	?	48	60	64	64	39	39	45	45	66	66	43	49	53	62	73	73	43	55	68	71	59	74	41	44	52	55	34	37	35	35	16	34	39	42	78	78	59	80	64	70	?	?	39	39	36	42	33	48	?	?	43	49	46	46	?	?	46	46	31	34
23R156	37	49	36	52	52	55	28	40	45	51	49	49	57	57	37	46	64	73	69	69	?	?	42	54	64	64	21	36	42	45	60	63	43	49	53	62	67	79	46	46	71	71	56	65	38	38	49	55	28	28	35	41	34	43	42	42	60	75	65	80	61	64	?	?	39	39	36	42	33	33	?	?	49	49	46	46	?	?	37	37	31	31
23R158	25	37	32	56	55	55	40	40	51	57	49	73	54	63	46	49	73	73	63	69	?	?	42	60	?	?	36	36	45	45	57	57	43	46	53	62	73	73	46	64	68	71	56	65	38	38	49	52	34	34	35	35	34	34	42	42	75	78	80	80	64	64	?	?	39	39	42	51	33	33	?	?	43	49	40	46	?	?	37	37	31	31
23R164	25	45	36	40	52	55	28	28	45	51	58	73	54	57	37	46	64	64	69	69	?	?	42	60	64	70	36	39	45	45	66	69	46	46	49	53	64	73	46	55	68	68	56	59	38	41	52	52	34	34	35	35	16	34	39	42	60	60	65	65	61	67	?	?	39	39	36	42	?	?	?	?	49	49	40	46	?	?	37	40	31	34
23R170	25	49	40	52	46	52	37	40	48	51	49	58	54	63	37	46	73	73	69	72	?	?	42	60	64	64	36	39	45	45	?	?	46	49	53	59	64	73	46	64	71	71	56	62	38	41	52	55	28	34	41	41	34	43	39	42	78	78	56	56	58	64	?	?	39	39	42	51	33	33	35	37	43	49	40	46	?	?	37	37	31	31
23R186	41	45	36	52	52	55	28	40	45	51	49	73	57	57	46	46	?	?	69	69	?	?	42	54	64	64	21	39	45	45	60	66	46	49	49	53	64	73	46	46	71	71	56	56	38	41	52	55	28	34	35	35	16	46	42	45	75	78	65	80	64	64	?	?	39	39	36	51	?	?	35	37	49	49	40	46	?	?	37	37	31	34
23R216	25	37	32	40	52	52	28	43	45	48	49	73	54	63	46	49	64	73	63	69	?	?	42	60	64	70	36	39	45	45	57	66	43	49	53	53	64	73	46	55	68	71	56	65	38	38	49	49	34	37	35	35	37	46	42	42	75	78	71	80	64	64	?	?	39	39	42	42	33	33	?	?	43	49	40	46	?	?	37	37	31	31
23R227	45	49	32	52	52	55	28	40	51	51	43	73	54	63	37	46	73	73	69	72	?	?	42	60	64	64	36	42	42	45	66	69	43	49	53	62	61	64	55	64	68	71	62	65	38	38	52	55	34	34	35	41	34	43	42	42	78	78	83	83	58	64	?	?	39	39	42	45	33	33	35	35	43	49	40	40	?	?	37	40	31	31
23R237	49	49	36	52	55	55	28	40	51	51	49	49	54	57	37	46	64	73	69	69	?	?	42	54	64	70	36	39	42	45	63	69	43	46	53	62	73	79	46	46	71	77	59	65	38	41	52	55	28	34	35	41	16	46	39	42	78	78	80	80	61	67	?	?	?	?	42	42	33	33	?	?	49	49	40	46	?	?	?	?	31	34
23R240	37	65	32	52	49	55	?	?	45	51	43	73	54	63	46	49	73	73	63	69	42	42	42	60	64	70	36	39	42	45	57	66	43	49	53	62	73	79	46	55	68	71	56	56	38	38	49	49	37	37	35	41	43	46	39	42	78	78	65	80	61	61	?	?	39	39	36	42	33	33	?	?	49	49	40	46	45	45	37	46	34	34
23R247	25	45	40	40	49	55	28	40	51	51	49	49	54	63	37	37	64	67	69	69	42	42	42	42	64	64	21	39	45	45	60	66	46	49	53	62	64	73	64	64	71	71	56	65	38	38	49	52	34	34	35	35	34	37	39	42	60	78	80	80	64	64	?	?	39	39	42	42	33	33	35	39	43	43	40	40	45	45	37	40	31	31
23R256	37	45	32	56	55	55	28	40	45	51	49	73	54	63	37	49	64	73	63	69	?	?	42	60	64	64	36	39	45	45	57	66	46	49	53	62	73	73	46	55	68	71	56	56	41	41	49	55	34	34	35	35	34	37	42	42	75	78	65	80	61	64	?	?	39	39	42	51	33	33	35	39	43	49	40	46	?	?	37	46	31	34
23R261	49	65	36	56	52	55	40	40	48	51	49	58	54	54	46	46	73	73	69	69	42	42	42	54	64	64	21	39	42	45	60	69	43	49	53	65	64	73	55	64	68	77	56	83	38	38	52	52	34	37	41	44	34	46	39	42	60	78	80	80	64	70	?	?	39	39	42	42	33	33	?	?	43	49	46	46	45	45	40	46	37	37
23R265	45	49	36	40	55	55	37	40	51	54	49	49	54	63	37	46	67	73	69	69	?	?	42	54	64	70	21	36	45	45	60	69	43	49	53	62	67	79	46	64	68	71	56	56	38	38	52	55	28	34	35	35	37	43	39	45	60	75	65	71	64	64	?	?	39	39	36	51	33	33	?	?	43	49	40	46	36	45	37	40	31	31
23R267	25	45	32	36	52	52	?	?	45	51	43	73	57	66	37	46	64	73	69	69	?	?	42	60	64	64	21	39	42	45	60	66	46	49	49	53	73	73	46	55	68	71	56	56	41	41	49	52	28	37	35	35	34	43	42	42	60	78	65	80	64	64	?	?	39	39	36	42	33	54	?	?	49	49	40	46	42	45	37	46	31	34
23R309	25	45	32	40	49	52	37	40	48	51	58	58	54	54	37	46	73	73	69	69	?	?	42	60	64	64	21	36	42	45	60	60	46	49	49	65	73	79	46	46	71	71	56	62	38	41	49	49	34	34	35	35	34	37	42	42	60	75	65	65	64	67	?	?	39	39	36	36	33	33	?	?	43	49	46	46	?	?	40	40	34	37
23R311	25	49	36	52	55	55	37	37	48	54	43	49	54	63	37	37	67	73	69	72	42	42	42	42	64	70	21	39	42	45	60	66	46	49	53	53	64	73	46	64	68	71	56	74	38	38	55	55	34	37	35	35	16	37	39	42	60	60	56	80	61	64	?	?	39	39	42	42	33	57	35	37	43	49	40	46	36	45	40	46	31	34
23R330	41	45	40	56	46	52	28	43	48	51	49	49	54	57	37	49	64	73	69	72	42	42	42	42	64	70	21	36	45	45	57	60	43	46	53	62	64	79	46	55	71	77	56	86	38	41	49	55	34	34	35	41	31	37	42	42	78	78	71	80	64	64	?	?	39	39	42	42	33	57	?	?	43	43	40	46	30	45	37	46	31	37
23R346	25	25	32	56	52	55	28	40	45	54	58	58	54	66	37	46	64	73	69	69	?	?	36	60	64	64	21	39	42	45	60	66	43	49	53	62	64	73	55	64	68	68	59	74	41	44	52	55	34	37	35	35	16	46	42	42	78	78	65	80	61	70	?	?	39	39	36	42	33	48	?	?	43	49	40	46	?	?	46	46	31	34
23R352	25	25	32	40	46	52	28	37	51	54	49	58	54	54	37	37	64	73	63	69	42	48	36	60	64	64	21	39	42	45	60	66	43	46	53	62	64	64	43	55	68	71	56	56	38	41	49	52	34	37	35	35	31	46	39	39	78	78	65	80	61	70	?	?	39	39	42	42	48	57	35	37	49	49	40	40	45	45	46	46	31	31
23R398	25	45	40	40	46	55	28	37	45	51	49	73	54	57	37	46	64	64	69	69	?	?	42	54	64	64	39	39	45	45	66	66	43	46	49	62	61	73	46	55	68	71	56	65	38	38	49	55	28	34	35	41	43	43	42	42	78	78	65	80	64	67	?	?	?	?	42	45	33	48	?	?	49	49	40	46	?	?	40	40	31	34
23R414	45	45	32	56	52	55	28	43	45	48	43	49	54	66	37	46	73	73	69	69	?	?	42	60	64	70	36	36	45	45	57	57	46	49	53	62	73	73	55	64	68	71	56	56	38	41	49	49	34	37	35	35	34	46	42	42	75	78	65	71	61	64	?	?	39	39	42	42	33	33	?	?	43	49	40	46	?	?	37	37	31	31
23R081	25	49	36	36	46	52	28	28	51	51	49	73	54	63	37	46	73	73	69	72	?	?	42	60	64	64	36	36	45	45	69	69	43	49	53	62	64	76	46	55	71	77	62	83	38	38	52	55	28	34	35	35	37	37	42	42	60	81	56	71	61	64	?	?	39	39	42	42	33	33	35	39	43	43	40	40	30	45	37	40	31	31
23R108	45	45	44	56	46	52	28	43	48	51	43	49	54	63	37	49	73	73	69	72	?	?	42	54	70	70	36	36	45	45	57	69	43	43	53	62	64	79	46	64	71	77	56	56	38	41	49	55	34	34	35	35	34	43	39	42	60	78	71	80	64	64	?	?	39	39	42	51	33	33	?	?	43	49	40	40	?	?	37	40	37	37
23R187	45	49	40	52	52	55	28	40	51	51	49	49	54	57	37	46	64	73	69	72	?	?	42	60	64	64	36	42	42	45	66	69	49	49	62	62	73	73	64	64	68	71	62	62	38	38	52	55	28	34	41	41	34	43	42	42	78	81	83	83	58	64	?	?	39	39	42	42	33	33	?	?	43	49	40	40	?	?	37	40	31	31
23R204	45	45	40	56	46	55	28	43	48	51	43	49	54	63	46	49	73	73	69	72	?	?	42	42	64	70	21	36	45	45	57	60	43	43	62	62	73	79	55	64	71	77	56	56	38	41	49	55	34	34	35	41	31	34	42	42	78	78	71	80	64	64	?	?	?	?	42	51	33	33	?	?	43	49	40	40	?	?	37	40	31	37
24R0010	25	65	40	40	49	52	28	37	48	51	58	58	54	63	37	46	64	73	69	69	42	42	42	54	64	64	36	36	42	42	60	63	43	43	53	56	73	79	46	64	68	71	56	62	38	38	49	55	34	34	35	35	34	34	?	?	60	78	65	80	64	70	50	54	39	39	42	42	33	57	35	35	43	49	40	46	30	36	37	40	37	37
24R0013	37	65	32	52	49	55	28	40	45	57	43	58	54	66	37	37	64	73	63	69	42	42	42	60	64	70	39	39	45	45	66	66	43	43	53	65	73	73	46	55	68	71	56	56	38	41	55	55	37	37	35	41	43	46	15	42	78	78	59	65	61	61	50	50	39	39	36	51	33	57	37	39	49	49	40	46	30	45	37	40	31	34
pop = 2021PU																																																																																		
23R016	25	65	36	40	46	52	28	37	51	51	43	58	54	63	37	46	64	73	69	69	?	?	42	54	64	64	36	39	42	45	63	66	43	46	53	56	73	79	46	55	71	77	56	62	38	38	55	55	28	34	35	35	37	43	42	42	78	78	71	80	64	64	?	?	39	51	36	42	54	57	?	?	43	49	40	40	?	?	37	40	37	37
23R027	45	45	32	32	52	55	28	40	45	51	43	43	63	66	37	37	73	73	69	69	?	?	54	60	64	64	36	36	45	45	57	69	49	49	53	62	64	64	46	46	71	71	56	62	38	41	55	55	34	34	35	41	34	37	39	42	78	78	59	80	64	64	?	?	39	39	45	51	33	33	?	?	43	49	40	46	?	?	40	46	31	37
23R048	25	37	32	36	46	55	28	40	45	51	43	58	54	63	37	46	64	73	63	69	?	?	42	60	64	64	21	39	42	45	60	66	49	49	53	53	64	73	55	64	68	77	59	62	38	41	52	55	28	34	35	35	43	46	42	42	60	78	65	80	61	64	?	?	39	39	42	51	48	54	?	?	49	49	40	46	?	?	37	37	34	34
23R054	25	45	40	40	52	52	28	37	48	51	73	73	63	63	37	46	73	73	69	69	?	?	42	42	64	64	36	36	45	45	57	69	49	49	62	62	64	73	46	55	71	71	56	62	38	41	49	55	34	34	35	41	34	43	42	42	78	78	56	71	58	64	?	?	39	39	36	42	33	33	?	?	43	43	40	40	?	?	37	37	31	34
23R084	25	49	32	36	55	55	28	37	45	48	73	73	57	63	46	49	64	73	69	72	42	42	54	54	64	64	36	36	45	45	60	60	43	49	62	62	64	73	46	46	71	71	56	83	38	38	52	52	28	34	35	35	16	43	42	45	78	78	56	65	61	67	?	?	39	39	42	51	33	54	?	?	43	49	40	46	45	51	37	37	31	37
23R110	25	45	40	52	52	52	37	40	48	51	49	73	57	63	37	37	64	64	69	69	?	?	42	42	64	64	36	36	45	45	57	60	49	49	62	65	64	73	46	67	71	71	56	56	38	38	49	55	34	34	35	35	37	43	42	42	60	78	80	80	64	64	?	?	39	39	42	48	33	33	?	?	49	49	46	46	?	?	37	40	31	37
23R150	25	25	36	52	55	55	28	40	48	51	58	73	57	63	46	49	73	73	69	69	42	42	42	42	64	64	21	36	45	45	60	60	43	43	53	53	73	79	46	55	68	71	56	62	38	38	49	55	34	34	35	41	16	34	39	42	78	78	80	80	64	64	?	?	39	51	51	51	?	?	?	?	43	49	40	40	36	45	37	40	31	34
23R178	25	37	32	40	55	55	40	40	51	57	49	58	54	54	37	46	64	73	63	69	42	42	42	60	64	64	21	39	45	45	60	66	49	49	53	53	64	73	55	64	68	68	59	62	38	41	52	55	34	34	35	35	43	46	39	39	60	60	65	80	61	64	50	50	39	39	42	51	?	?	35	39	49	49	40	40	30	45	37	37	28	31
23R196	25	49	36	52	55	55	28	40	48	51	43	73	63	63	46	46	?	?	69	69	?	?	54	54	64	64	36	39	45	45	60	66	43	46	49	53	73	73	46	55	68	77	56	83	38	38	52	55	28	34	35	41	16	43	39	42	78	78	59	71	64	64	?	?	39	39	42	45	?	?	37	37	49	49	40	46	?	?	40	40	31	37
23R203	45	45	32	40	46	52	37	40	48	51	49	73	54	63	37	37	64	73	69	69	?	?	42	42	64	64	36	36	42	45	57	60	49	49	62	65	64	64	46	55	71	71	56	56	38	41	49	52	34	34	35	35	34	37	39	42	60	78	71	83	64	64	?	?	39	39	36	42	33	33	35	35	49	49	40	46	?	?	37	37	34	37
23R218	25	65	40	40	49	55	28	40	51	51	73	73	63	63	37	46	64	73	69	69	?	?	42	42	67	67	36	39	45	45	57	69	49	49	62	86	64	79	46	55	68	71	56	56	38	41	55	55	34	34	35	35	43	43	39	42	60	78	65	65	64	64	?	?	39	39	48	48	33	33	?	?	49	49	46	46	?	?	37	40	31	37
23R232	25	49	32	36	55	58	37	40	51	51	73	73	54	63	37	46	73	73	69	69	?	?	54	60	64	64	36	36	42	45	57	60	46	46	53	53	64	79	46	46	68	71	56	62	38	41	49	52	28	34	35	35	31	37	39	48	78	78	71	80	64	64	?	?	39	39	42	51	33	54	?	?	43	49	40	46	?	?	37	37	31	34
23R242	25	45	32	40	52	55	37	40	48	48	49	73	54	57	46	46	64	73	69	69	?	?	42	54	64	64	21	36	45	45	60	63	49	49	62	65	64	64	46	46	71	71	56	62	38	38	49	52	28	34	35	35	37	43	42	42	60	60	65	83	64	64	?	?	39	39	36	51	33	54	?	?	43	49	40	46	?	?	37	37	31	37
23R278	25	49	32	36	49	55	40	40	51	57	49	73	54	57	37	37	73	73	69	72	?	?	42	60	64	64	36	39	45	45	60	63	46	46	53	53	64	79	46	46	68	71	56	62	38	41	52	55	34	34	41	44	16	43	39	48	78	78	71	80	64	64	?	?	39	39	42	51	33	33	?	?	43	49	40	46	?	?	37	37	31	34
23R286	25	49	32	32	55	55	37	43	45	51	58	58	54	57	49	49	73	73	69	69	42	42	42	54	64	67	36	36	42	45	60	60	43	49	53	62	64	64	46	55	71	71	56	62	38	38	49	55	28	28	35	41	43	43	39	42	60	60	65	80	67	67	?	?	39	39	51	57	54	57	?	?	43	49	40	46	45	45	37	37	31	34
23R294	25	49	32	40	55	55	37	43	48	51	49	73	54	63	37	37	73	73	69	69	42	42	42	54	64	70	39	39	42	45	66	66	43	43	53	53	64	64	46	55	68	71	56	83	38	41	52	55	28	34	35	41	16	34	42	45	78	78	71	80	61	64	?	?	39	39	42	57	33	33	?	?	43	49	40	40	?	?	37	40	34	37
23R322	25	45	32	56	55	55	40	40	51	51	58	73	54	63	46	46	73	73	69	72	42	42	36	42	64	64	36	39	45	45	60	66	43	46	65	65	67	73	46	46	77	77	56	62	38	38	49	52	34	34	35	41	16	31	42	45	78	78	59	80	67	67	?	?	39	51	36	51	54	57	?	?	49	49	40	40	45	45	40	40	31	31
23R329	25	45	32	40	55	55	28	40	45	45	49	58	54	63	37	46	64	73	69	69	?	?	42	60	64	64	21	21	42	45	60	60	49	49	53	53	64	73	46	64	68	71	56	62	38	41	55	55	28	34	35	35	34	43	42	42	78	78	65	80	61	64	?	?	39	39	42	42	48	54	?	?	43	49	40	40	30	45	37	37	28	34
23R375	25	25	32	52	55	55	28	37	48	51	43	73	54	63	46	46	73	73	72	72	?	?	42	54	64	70	36	36	45	45	60	69	43	43	49	62	73	73	46	55	68	77	62	65	38	38	55	55	34	37	35	41	16	34	39	42	60	78	56	59	58	67	?	?	39	51	36	51	33	33	?	?	43	49	40	46	?	?	40	46	34	37
23R395	49	65	32	36	46	55	28	40	51	51	43	73	54	54	46	46	73	73	69	69	?	?	42	54	64	64	36	39	45	45	60	66	43	46	49	53	73	73	46	55	77	77	62	62	38	38	52	55	28	34	35	41	16	43	42	42	60	78	59	80	64	67	?	?	51	51	42	51	33	57	?	?	49	49	40	46	?	?	37	40	31	37
23R422	25	45	32	40	49	55	?	?	45	51	58	73	57	63	46	49	64	73	69	69	42	48	42	54	64	67	36	39	45	45	60	69	49	49	53	62	64	64	46	55	71	71	56	56	41	41	52	55	28	34	35	35	43	43	39	42	60	60	65	80	64	64	?	?	39	51	36	51	33	54	?	?	49	49	46	46	45	45	46	46	31	34
23R459	45	65	32	40	49	52	28	37	45	51	58	73	57	63	46	49	64	73	69	69	?	?	42	54	64	64	36	36	45	45	57	60	49	49	62	62	64	64	46	55	68	68	56	56	41	41	52	55	28	34	35	35	43	43	39	42	78	78	65	65	64	64	?	?	39	39	36	51	33	33	35	37	43	49	46	46	?	?	40	40	31	37
23R491	25	65	32	52	55	55	37	40	51	51	43	73	54	63	46	46	73	73	69	72	?	?	54	54	64	70	36	36	45	45	60	69	43	43	49	62	73	73	46	55	68	77	65	83	38	38	55	55	34	37	41	41	16	34	39	39	78	78	56	59	58	67	?	?	39	39	36	45	33	33	?	?	43	43	46	46	36	45	40	46	31	34
24R0004	25	37	32	40	46	55	28	40	51	57	43	58	54	63	37	46	64	73	63	69	42	42	42	60	64	64	39	39	45	45	66	66	43	49	53	53	64	73	46	64	71	77	59	62	38	41	52	55	28	34	35	35	34	43	?	?	78	78	65	80	61	64	50	50	39	39	42	51	48	54	39	39	49	49	40	40	30	45	37	37	28	31
24R0008	25	45	40	40	49	52	37	40	51	51	58	73	54	54	37	46	64	73	69	69	42	42	36	42	64	70	36	39	45	45	57	66	43	46	49	86	73	79	46	46	71	71	62	83	38	38	52	55	34	34	35	41	31	34	15	45	75	78	68	80	64	67	56	56	39	39	36	36	48	57	35	37	43	49	46	46	30	45	40	40	31	31
24R0011	25	25	52	52	49	55	37	40	48	51	43	73	54	63	46	46	73	73	69	72	42	42	54	60	64	64	36	39	45	45	60	66	43	49	62	65	73	73	46	46	68	77	65	83	38	38	55	55	34	34	41	41	16	34	15	42	78	78	56	59	61	67	50	54	39	51	36	51	33	33	35	37	43	43	40	46	45	51	37	40	34	37
24R0015	25	65	40	52	52	55	37	40	48	51	58	73	54	63	46	46	64	73	69	72	42	48	42	60	64	70	36	39	42	45	57	66	49	49	62	65	64	73	46	46	71	77	56	56	38	41	55	55	34	34	35	35	34	34	15	42	78	78	56	80	61	64	50	50	39	39	36	42	33	33	35	35	43	49	40	40	36	45	37	46	34	37
24R0050	45	45	40	40	49	55	37	43	51	51	58	73	54	54	37	46	64	73	69	69	42	42	36	54	64	64	36	39	45	45	60	66	46	46	49	65	67	73	46	46	71	77	56	83	38	41	52	52	34	34	35	41	31	34	15	42	75	78	68	80	64	67	56	56	39	39	36	42	48	57	37	39	49	49	40	46	30	45	37	40	31	31
24R0051	25	49	36	40	55	55	28	40	51	51	73	73	57	63	46	46	64	73	69	72	42	42	42	42	64	64	21	36	45	45	60	60	46	49	53	53	64	64	46	64	68	71	56	62	38	38	49	55	34	34	35	35	16	34	39	39	60	78	71	80	64	67	50	56	39	39	51	51	54	54	35	37	49	49	40	46	36	45	37	40	31	34
24R0062	25	25	32	52	55	55	28	28	48	51	49	58	57	57	37	49	73	73	69	69	42	42	42	60	64	64	21	36	45	45	60	63	46	49	?	?	64	79	46	55	68	71	62	62	38	38	49	55	28	34	35	41	16	31	39	39	60	78	71	80	64	67	50	56	39	51	36	51	54	57	35	35	43	49	40	40	36	45	40	46	?	?
24R0082	25	49	36	40	52	55	28	40	48	51	49	58	57	57	37	49	73	73	69	72	42	42	42	60	64	64	21	36	45	45	60	60	43	46	53	53	64	79	46	64	68	71	56	74	38	38	49	55	34	34	35	41	16	34	?	?	78	78	71	71	64	67	50	50	39	39	51	51	54	57	35	37	43	49	40	46	36	45	40	40	34	34
24R0090	45	65	32	40	49	52	28	37	45	51	73	73	57	63	46	46	64	73	69	69	42	42	42	54	64	67	21	39	45	45	60	69	49	49	53	62	64	67	46	64	68	71	56	56	41	41	52	55	34	34	35	38	43	43	42	42	78	78	65	80	64	64	50	54	39	51	36	51	33	54	37	39	49	49	46	46	30	51	46	46	31	34
24R0097	25	49	32	32	55	58	28	37	51	51	49	73	54	57	37	46	73	73	69	69	42	42	54	60	64	64	36	36	42	45	57	60	43	43	53	65	73	73	46	46	68	71	56	62	38	41	49	52	28	34	35	35	31	37	39	39	78	78	59	71	64	67	50	50	39	39	42	51	33	54	37	37	43	49	40	46	45	51	37	40	31	34
